UID	dby    DBY7286 Low-Pi vs. High-Pi||dby    	pho4c  PHO4c vs. wild type||pho4c  	pho80  pho80 mutant vs wild type||pho80  	"pho81  PHO81c vs. wild type, exp.1||pho81  "	"pho812 PHO81c vs. wild type, exp.2||pho812 "	pho85  pho85 delete vs. wild type||pho85  	"lowpho NBW7 strain High-Pi vs. Low-Pi, exp.2||lowpho "	"nbw    NBW7 strain low-Pi vs. High-Pi, exp.1||nbw    "
YPR005C	-0.24	0.33	-0.8	-0.27	-0.01	-1	-0.44	-0.42
YHR183W	0.56	0.08	0.23		1.52	-0.55	0.47	0.76
YBR089W	-0.03	-0.3	-0.14	0.28	-0.06	0.8	0.91	-0.05
YCR025C	-0.17	0.29	-0.64	0.56	0.05	-0.48	0.05	-0.13
YDR090C	0.34	0.29	-0.12	0.36	0.57	0.18	1.1	-0.05
YDR320C	0.22	-1.66	-0.66	0.86	0.3	-0.47	0.11	-0.36
YFL038C	0.4	0.15	0.07	0.78	0.43	0.12	0.96	-0.12
YFL019C	-0.34	-0.44	0.18		0.26	0.28	1.21	-0.18
YHR070W	-0.49	0.22	-0.43	0.23	0	-0.82	0.34	0.25
YGR263C	0.29	0.05	-0.33	0.81	0.17	-0.13		0.21
YKL011C	0.14	-0.18	-0.11	0.73	0.06	0.05	0.09	0.06
YJR019C	0.47	0.53	0.22	1.06	0.61	0.43	0.51	-0.02
YLR380W	0.78	0.58	-0.15		1.49	-0.29	0.93	-1.41
YNL269W	0.01	-0.69	-0.56		-0.54	-0.09	-0.29	0.43
YMR028W	0.19	-0.16	-0.02	0.15	-0.11	-0.49	0.21	-0.62
YPL060W	0.63	-0.09	-0.09		-0.07	-0.39	-0.76	-0.17
YOL082W	0.76	0.23	0.1	1.28	0.54	0.6	-0.13	0.04
YDR283C	0.31	-0.07	-0.19	0.25	0.48	-0.38	0.2	-0.43
YPR007C	0.28	0.25	-0.89	0.36	0.25	-1.47	-0.87	0.17
YBR089C-A	0.3	0.06	-0.2	0.62	0.06	0.79	1.47	-0.16
YCR027C	0.16	0.18	-0.07	1.2	-0.04	-0.36	0.99	-0.09
YDR092W	0.34	-0.14	-0.38	0.29	0.22	0.26	0.81	0.03
YDR322W	0.22		-0.66	1.5	0.19	-0.47	0.17	-0.13
YFL040W	0.39	0.13	-0.27	-2.66	0.3	-0.43	0.47	-0.26
YFL034C-B	-0.21	-0.03	-0.04	-0.05	0.12	-0.17	0.09	-0.33
YHR072W	-0.19	0.14	-0.23	0.39	0.74	-0.23	0.72	0.46
YGR265W	-0.31	0.32	-0.26	-0.06	-0.1	-0.93		0.46
YKL013C	0.35	-0.32	0.09		0.03	0.33	0.64	0.1
YJR021C	1.19	1.57	-0.24	-0.53	0.51	-0.13	0.15	
YLR382C	0.53	0.38	-0.58	0.04	0.71	-0.55	1.56	0.26
YNL271C	0.3	0.16	-0.23	-0.02	0.5	-0.59	0.33	-0.03
YMR030W	0.54	0.01	-0.13	0.11	-0.15	-0.28	0.04	-0.62
YPL062W	0.69	-0.3	-0.16		-0.42	-0.78	-3.14	-0.15
YOL084W	2.23	0.1	1.06	1.83	1.13	1.49	1.85	2.36
YDR296W	-0.36	-0.58	-1.32	-0.03	0.14	-0.93		-0.67
YPR009W	0.48	-0.04	-0.34	0.1	0.02	-0.37	-0.22	-0.17
YBR092C	0.74	0.57	-0.1	0.52	0.75	-0.1		0.23
YDR094W	0.55	1.12	-0.28	0.66	1.09	-0.02	0.94	-0.07
YCR029C	0.45	0.54	-0.26	0.39	0.59	-0.34	0.5	-0.18
YDR324C	-1.01		-0.45	0.01	-0.2	-1.3	0.03	0.26
YFL042C	0.73	0.37	-0.03	-0.18	0.7	0.17	1.15	0.37
YFL049W	0.01	0.14	0.08	-0.02	0.3	-0.18	0.32	0.32
YHR074W	0.48	0.68	-0.26	0.76	0.68	-0.17	0.83	0.28
YGR267C	-0.07	-0.31	-0.2	0.24	0.04	-0.17		-0.03
YKL015W	0.28	-0.15	-0.53		0.11	0.01	0.56	-0.01
YJR023C	-0.29	-0.7	-0.13	0.1	-0.21	-0.12	-0.02	-0.13
YLR384C	0.44	0.38	-0.56		0.61	-0.04	0.53	0.04
YLR230W	0.09	-0.26	-0.34	0.01	0.07	-0.5	0.21	-0.04
YNL273W	0.41	0.42	-0.07	-0.22	0.33	-0.63	-0.01	0.1
YMR032W	0.25	0.32	-0.28	-0.33	-0.14	-0.76	0	-0.1
YPL064C	-0.1	-0.54	-0.16	0.16	-0.3	-0.14	0.29	-0.14
YOL086C	0.09	0.43	-0.26	0.63	0.46	0.16	1.33	-0.5
YPR011C	-0.23	-0.07	-0.25	0.46	-0.27	-1.28	0.33	-0.22
YDR096W	1.75	0.38	-0.32	0.34	0.52	-0.36	0.94	0.5
YCR030C	0.71	-0.43	0.14	-0.32	0.39	-0.59	0.85	0.54
YHR076W	0.57	0.32	-0.16	0.2	0.72	-0.11	0.94	0.19
YDR326C	0.1		-0.67	-0.45	-0.03	-0.47	-0.48	1.34
YKL017C	0.3	-0.04	-0.51	-0.44	0.38	0.02	0.82	-0.16
YFL065C	0.47	-0.31	0.2	-0.15	0.44	0.27	0.68	0.4
YLR386W	0.55	0.1	0.01	0.66	0.57	-0.06	0.38	0.18
YGR269W	0.33	-0.15	-0.91	1.3	0.59	-0.21	0.67	0.51
YNL275W	0.03	0.02	-0.12	0.27	0.16	-0.46	0.43	0.04
YJR025C	0.48	-0.58	-0.43	0.25	0.19	0.3	-0.2	-0.26
YPL066W	0.5	-0.09	0.02	2.15	0.04	-0.64	0.15	0.13
YLR232W	-0.79	-0.35	-0.32	-0.37	-0.08	-1.63	-0.09	-0.41
YMR035W	0.19	0.23	0	1.07	0.32	0.41	0.05	-0.18
YOL088C	0.32	0.04	-0.24	0.06	-0.07	-0.6	-0.08	0.01
YBR096W	0.49	0.04	0.19	0.46	0.04	0.02	3.56	0.24
YPR013C	0.01	0.18	-0.74	0.3	-0.12	-1.3		-0.33
YDR098C	0.03	0.17	-0.33	0.68	0.44	-0.11	0.7	-0.11
YFL046W	0.19	-0.2	0.06	0.71	0.07	-0.02	0.66	0.09
YCR032W	0.68	-0.23	-0.43	0.27	0.54	-0.11	1.75	0.67
YKL019W	0.25	0.18	-0.02	0.72	0.32	-0.58	0.32	-0.27
YDR328C	0.08	-0.43	-0.12	0.32	-0.03	-0.31	0.4	-0.26
YLR388W	0.09	0	0	0.59	0.21	-0.41	0.69	0.04
YFR011C	0.19	0.1	0.41	0.42	-0.22	-0.29	0.33	-0.06
YNL277W	0.15	-0.09	-0.11	0.48	0.1	-0.36	-0.01	-0.07
YGR271W	0.2	-0.4	-0.96	-0.22	0.43	-0.89	-0.08	0.78
YPL068C	-0.52	-0.11	-0.33		-0.06	-0.86	-1.26	-0.14
YJR027W	0.73	0.68	0.56	-0.15	1	-0.34	0.11	0.14
YDR325W	-0.16	0.03	-0.12	-0.72	-0.05	-0.89	-0.32	0.12
YLR234W	0.38	-0.57	-0.69		0.66	0.89	0.42	-0.31
YMR037C	1.59	0.37	0.3	1.07	0.37	-0.49	0.87	0.35
YBR098W	0.59	0.14	-0.08	0.7	0.09	0.73	2.17	0.19
YOL090W	0.35	0.15	-0.6	-0.11	-0.04	-1.23	0.11	0.19
YDR100W	0.41	0.2	0.01	0.56	0.11	0	0.79	-0.1
YPR015C	-0.28	0.13	-0.55	-0.24	-0.01	-0.95	-1.08	0
YHR079C	0.35	0.12	-0.15	-0.05	0.25	-0.47	0.32	0.45
YKL021C	-0.52	-0.17	0.02	0.1	0.06	-1.06	0.57	-0.1
YLR390W	-0.11	-0.27	-0.23	0	0.21	-0.12	0.38	-0.14
YNL279W	0.16	-0.2	-0.13	0.23	0.02	-0.32	0.54	0.02
YDR474C	0.7	0.22	-0.12		0.49	0.23	2.12	0.11
YPL070W	0.49	0.13	0.11	1.26	0.13	-0.41	0.23	0.3
YFR024C	0.43	0.59	-0.23	0.76	0.71	0.52	1.09	0.01
YDR334W	-0.39	-0.21	-0.71		0.36	-0.51	0.56	-0.58
YMR200W	0.32	-0.19	-0.04	0.92	0.1	-0.21	0.38	-0.16
YDR138W	0.43	0.24	-0.26	0.2	0.35	-0.4	1.05	0.19
YPR161C	-0.04	0.12	-0.28	0.16	-0.02	-1.15	0.08	0.16
YFR018C	-0.13	0.06	-0.65	-0.24	0.66	0.2	0.71	0.01
YHR117W	0.52	0.22	-0.22		0.19	-0.47	0.4	0.04
YKL059C	0.53	0.01	-0.4	-0.17	0.4	-0.56	0.38	0.21
YAL028AW	0.6	0.02	-0.23	0.05	0.63	0.29	1.77	0.32
YLR428C	0.13	0.31	-0.35	1.12	0.65	0.03	0.84	-0.02
YDR476C	0.26	0.52	0.01		1.2	1.11	1.55	-0.37
YNL317W	-0.01	0.15	-0.16	0.47	0	-0.71	0.32	-0.15
YFR038W	-0.07	0.24	-0.06	-0.8	0.17	-1.44	0.08	-0.07
YPL108W	-0.49	-0.26	-0.25	-0.37	-0.3	-0.59	-1.78	0.1
YER054C	0.22	-1.48	0.22		-0.56	0.29	-0.58	0.87
YMR203W	0.5	0.4	0.25	1.09	0.2	-0.38	0.78	-0.19
YDR140W	0.04	0.33	-0.19	0.68	0.26	0.11	0.72	-0.1
YPR163C	-0.41	-0.42	0.16	-0.2	-0.04	-1.53	0.54	0.11
YFR020W	0.38	0.12	-0.24	0.79	0.55	0.21	0.99	0.14
YHR119W	0.27	-0.15	-0.41	-0.01	0.07	-0.48	0.24	0.36
YKL061W	0.52	0.13	-0.12	0.4	0.56	-0.25	0.58	0.02
YLR430W	-0.01	-0.06	-0.32	1.76	0.42	-0.1	0.77	-0.05
YNL319W	0.25	0.11	-0.3	0.54	0.12	-0.14	0.5	-0.12
YDR478W	-0.16	0.18	-0.29	0.64	0.07	-0.29	1.82	-0.03
YPL110C	2.11	0.47	1.81	1.48	1.52	0.33	0.66	0.04
YFR054C	0.34	-0.79	-0.92		0.31	-0.48	-0.98	0.21
YER089C	0.82	0.2	-0.77	0.51	1.12	-0.2	0.8	-0.3
YMR205C	0.51	-0.22	0.57	0.74	0.21	-0.71	1.12	0.36
YDR142C	0.28	0.26	-0.2	0.37	0.27	0.17	0.04	-0.14
YPR165W	0.39	0.08	0.06	0.92	0.24	-0.31	0.48	-0.21
YHR121W	-0.15	-0.7	-0.09	0.3	-0.09	-0.15	0.35	0.02
YKL063C	0.34	-0.5	-0.29	-0.13	0.25	0.01	0.52	0.17
YLR432W	-0.18	0.39	0.21	0.72	0.2	-0.09	0.72	-0.17
YNL321W	0.52	0.23	-0.28	0.35	0.25	-0.06	0.54	0.25
YDR480W	0.62	-0.06	-0.32	0.8	0.37	0.31	3.39	0.29
YPL112C	0.08	-0.28	0.06	0.61	-0.06	-0.71	0.22	-0.66
YGL013C	0.33	0.05	0.17	0.3	0.41	-0.23	0.89	0.6
YER093C	0.08	-0.06	-0.55	1.31	1.25	-0.03	1.71	1.1
YMR207C	0.37	0.46	-0.35		0.17	-0.11	0.44	1.19
YBR142W	-1.01	-0.01	0.08		-0.27	0.15	0.67	0.09
YDR144C	0.31	0.37	-0.65		1.01	-0.57	0.91	0.35
YHR123W	0.2	-0.27	0.18	0.42	0.18	-0.25	0.82	0.1
YGL209W	0.56	0.38	0.01	-0.52	0.84	-1.22	0.75	0.3
YKL065C	0.56	-0.44	-0.07	1.23	0.6	0.67	1.12	0.3
YLR434C	-0.2	0.34	-0.06	1.32	0.27	-0.29	0.7	-0.09
YNL323W	0.28	0.31	-0.18	0.43	0.26	-0.26	0.7	0.03
YDR482C	0.25	-0.02	-0.1	1.82	0.34	0.27	1.25	0.17
YGL029W	-0.89	-0.68	0.13	-0.57	-0.29	-0.76	-0.01	0.18
YBR144C	-0.62	-0.33	0.03		-0.4	1.3	2.4	-0.06
YMR209C	-0.06	0.01	-0.01	0.44	0.01	-0.77	0.02	-0.13
YDR146C	0.54	0.09	-0.39	-0.38	0.17	-0.73	0.93	0.2
YPR169W	-0.59	-0.46	-0.03	-0.05	-0.26	-0.82	0.05	
YGL257C	0.09	0.21	0.04	0.45	0.42	-0.12	0.64	-0.06
YKL067W	0.8	-0.21	-0.04	1.41	0.54	0.5	1.18	0.19
YLR436C	0.51	-0.16	0.26	-0.2	0.28	-0.35	0.72	0.22
YNL325C	0.4	0.06	-0.17		0.14	-0.19	-0.13	-0.08
YDR484W	0.62	-0.82	-0.24	1.98	1.84	0.18		-1.83
YPL116W	0.6	0.06	0.05	0.08	0.02	-0.91	0.58	
YGL045W	0.26	-0.26	-0.06	0.28	0.09	-0.36	0.34	0.04
YER114C	0.13	-0.32	0.35	-0.81	0.43	-0.82	0.55	0.41
YMR211W	0.15	0.08	0.16	0.38	0.12	-0.15	0.72	0.16
YDR148C	0.75	0.43	-0.06	0.78	0.51	-0.11	1.07	0.11
YFR028C	0.04	0.14	-0.13	-0.14	0.02	-0.94	0.51	0.13
YPR171W	0.12	-0.27	-0.15	0.26	0.07	-0.67	1.31	
YHR127W	-0.33	-0.66	-0.18	-0.22	0.05	-0.47	0.04	0.01
YKL069W	0.32	0.09	0.17	1	-0.14	-0.51	0.44	0.01
YLR438W	1.21	0.51	0.13	-0.09	0.71	0.5	-0.14	0.18
YNL327W	0.36	-0.19	-0.01	0.2	-0.14	-0.86	1.01	0.34
YDR522C	0.09	-0.08	0.13		-0.12	-0.72	-2.34	-0.37
YPL118W	0.02	-0.44	-0.04	0.27	-0.1	-0.82	0.34	
YFR027W	0.01	0.18	0.01	-0.51	0.24	-0.92	0.86	-0.08
YER134C	0.24	0.03	-0.25	-1.07	0.48	-0.89	0.77	0.74
YCR083W	0.23	0.17	-0.1	0.76	0.56	0.1	0.81	-0.14
YMR253C	0.6	0.16	0.16	0.54	0.25	-0.3	0.36	0.01
YGR033C	0.41	-0.05	-0.07	0.62	0.1	0.07	0.96	0.01
YLR305C	0.34	-0.11	-0.53		0.32	-2.62	0.46	1.28
YJL013C	-0.07	-0.23	-0.26		-0.18	-0.02	0.07	0.06
YLL063C	0.3	0.23	-0.35	0.05	0.34	-0.11	0.29	-0.1
YDR524C	-0.04	-0.2		0.21	-0.04	-0.43	0.38	0.1
YFR042W	0.33	-0.05	0	0.23	0.19	-0.21	0.67	-0.15
YCR085W	0.12	-0.2	-0.26	-0.3	0.06	-0.59	-1.38	-0.35
YMR257C	0.4	-0.13	0.22	0.22	0.15	-0.41	0.47	0.32
YGR035C	0.13	0.53	-0.12	0.75	0.62	-0.1	1.01	-0.1
YJL015C	0.63	0.21	-0.12		0.71	1.1	0.7	0.02
YLL065W	0.35	0.18	-0.41	-0.05	0.35	0.21	0.92	-0.09
YDR526C	-0.53	-0.24	-0.23	1.47	-0.15	-0.82	0.14	0.07
YGL001C	0.46	0.18	0.13	1.23	0.88	-0.27	0.81	-0.11
YCR087W	-0.92	-0.18	0.03	0.25	0.11	-0.69	0.83	0.1
YMR259C	-0.02	-0.39	0.28	0.18	-0.16	-0.49	0.66	0.11
YGR037C	-0.03	-0.01	-0.21	0.6	0.37	-0.11	0.29	0.58
YJL017W	0.9	0.41	-0.03	0.7	0.91	0.4	0.7	0.1
YLL067C	0.65	0.37	-0.23	1.03	0.89	0.4	1.26	0.89
YDR528W	-0.44	-0.21	-0.03	-0.97	-0.1	-0.92	-0.32	-0.1
YGL017W	0	0.27	-0.03	0.46	0.2	-0.19	0.54	-0.04
YOR173W	0.36	-0.14	-0.01		0.16	0.41	1.08	-0.57
YCR089W	-0.12	-0.28	-0.05	0.74	0.75	0	0.87	-0.05
YMR261C	0.05	-0.51	0.17	0.25	-0.14	-0.44	0.63	0.15
YJL019W	0.54	0.34	-0.16		0.55	-0.17	0.08	0.53
YLR002C	-0.64	0.19	-0.18	-0.06	0.3	-1.14	0.64	0.13
YDR530C	0.87	0.08	0.12	1.42	0.57	-0.12	1.11	0.66
YOR211C	0.26	0.01	-0.61	-0.66	0.43	-1.02		0.36
YGL033W	0.07	-0.11	-0.19		-0.02	-0.12	-0.14	0.1
YCR091W	1.03	0.06	-0.08	1.06	1.07	0.63	0.77	0.2
YMR263W	0.11	-0.34	0.09	0.23	-0.1	-0.66	0.55	0.05
YJL021C	0.65	0.23	0		0.69	0.32	0.98	0
YLR004C	-0.34	-0.08	-0.3	0.49	0.22	-0.06	0.23	-0.21
YDR532C	-0.03	-0.41	0.19	0.38	-0.08	-0.01	1.09	0.12
YGL049C	0.28	0.16	0.06	-0.17	0.15	-0.86	0.39	0.17
YCR093W	0.52	-0.03	-0.14	0.76	0.7	0.04	1.14	0.28
YGR043C	0.07	0.2	0.11	0.99	0.39	-0.02	0.21	0
YMR265C	0.39	0.09	0.14	0.43	0.32	-0.17	0.52	0.02
YJL023C	0.39	-0.06	-0.05	-0.29	0.41	0.42	0.45	-0.2
YLR006C	1	-0.14	-0.06	0.62	1.05	0.16	1.03	0.41
YDR157W	-1.01	-0.44	-0.62	-0.18	0.02	-0.34	0.02	-0.57
YPL006W	0.31	0.34	-1.41	3.7	0.62	-1.12	0.45	-1.2
YGR086C	0.61	0.44	0.44	0.77	0.24	0.02	1.29	0.16
YDL002C	0.17	-0.4	-0.08	0.13	-0.09	0	0.65	1.36
YGR081C	0.49	0.03	-0.07	1.14	0.3	0.8	0.73	-0.04
YJL062W	0.58	0.06	0.3	0.47	0.16	-0.43	0.67	0.19
YLR044C	0.47	0.49	-0.32	1.04	0.87	-0.06	1.11	-0.17
YLR256W	-0.53	0.12	-0.47	-0.87	-0.11	-1.73	-0.14	0.21
YPL222W	0.05	-0.21	-0.37	1.84	0.18	-1.37	0.19	0.05
YDR173C	0.16	0.03	-0.02	0.25	0.4	0.21	0.56	-0.06
YDL004W	0.32	-0.26	0.26	0.88	-0.08	-0.25	1.17	0.07
YGR102C	-0.03	-0.05	0.34	-0.35	-0.08	-0.87	-0.14	0.14
YGR083C	0.84	0.06	-0.09		0.62	0.62	0.32	-0.26
YJL064W	0.17	-0.15	-0.14	0.3	0.15	0.04	0.59	-0.04
YLR046C	0.41	0.45	0.11	1.36	0.58	0.17	0.78	-0.14
YPL231W	-0.11	-0.03	0.02	-0.03	-0.17	0.71		-0.2
YER129W	-0.14	-0.57	-0.12	-0.61	0.05	-1.13	0.5	0.25
YJL066C	0.49	0.18	-0.1	0.47	0.69	0.54	0.78	0.03
YGR118W	-0.13	-0.34	0.08	0.04	-0.21	-0.16	0.57	-0.01
YLR048W	-0.06	-0.09	0.1	0.53	0.18	-0.45	0.83	-0.11
YPL245W	0	0.17	0	0.85	0.67	0.44	0.13	-0.28
YDL008W	0.1	-0.53	-0.23	1.33	0.05	0.28	0.76	0.17
YLR381W	0.23	-0.43	0.04	1.18	0.5	-0.14	0.67	1.2
YGR087C	0.19	-0.33	-0.12	0.32	0.05	-0.39	-0.01	-0.18
YJL068C	1.02	0.37	0.42	3.56	1.05	0.34	1.29	0.05
YDR204W	0.55	0.27	-0.05	1.3	0.6	0.62	0.71	0.12
YLR050C	-0.09	-0.15	0.12	0.86	0.28	-0.15	1.05	-0.06
YER145C	-0.27	0.5	-0.54	-0.3	0.39	-0.07	1.08	-0.48
YGR134W	0.19	0.17	0.24	0.41	0.32	0.05	0.48	0.04
YPL249C	-0.12	0.3	-0.57		0.34	-1.03	-2.65	0.32
YDL010W	1.01	0.03	-0.19	2.19	1.05	1.06	1.41	0.43
YLR450W	-0.42	0.32	-0.34	0.91	0.47	0.85	2.31	
YLR052W	-0.09	-0.16	-0.1	0.63	0.09	-0.17	0.88	0.11
YPL253C	-0.49	0.1	0.1	0.18	0.28	-0.22	0.58	-0.1
YER161C	-0.16	-0.35	0	0.25	0	-0.34	0.65	0.01
YDL012C	0.43	-0.02	-0.08	1.38	0.55	0.28	1.23	0.28
YGR091W	0.07	-0.04	-0.56	0.3	0.19	-0.02	0.52	-0.5
YJL072C	-0.04	0.05	-0.15	0.17	-0.02	-0.65	0.38	-0.34
YLR054C	-0.03	-0.05	-0.54		0.26	0.71	1.73	-0.08
YPL255W	0.27	-0.54	0.41	0.21	0.01	-0.09	0.41	0.32
YAL036C	-0.76	-0.03	-0.22	-0.29	-0.07	-0.93	0.28	-0.05
YDR236C	0.29	0.09	0.31	0.12	0.17	0.26	0.79	-0.27
YDL062W	-0.96	0.27	-0.39	-0.6	-0.25	-1.24	-0.09	0.13
YER177W	0.33	-0.04	0.03	0.99	0.18	-0.2	0.82	-0.13
YEL036C	-0.12	-0.24	-0.2	-0.28	-0.14	-1.15	0.27	0.12
YGR166W	-0.15	0.03	0.1	0.06	0.06	-0.37	0.3	-0.07
YGR141W	0.15	-0.14	-0.14	0.26	0.1	0.09	0.66	0.12
YJL122W	-1.07	-0.19	-0.78	-0.58	-0.14	-1.2	0.06	-0.26
YMR318C	-0.09	0.36	-0.63	0.2	0.03	-0.48	0.42	-0.11
YOR178C	0.42	0.18	-0.43	-0.16	-0.13	-0.8	0.04	-0.01
YER056C-A	-0.1	-0.5	0.37	0.02	-0.25	-0.93	0.43	0.28
YAL038W	0.4	0.19	0.15	0.59	0.36	-0.68	1.01	0.06
YDR161W	-1.02	-0.12		-0.01	-0.12	-0.88	-0.07	-0.55
YDL064W	-0.17	0.07	-0.27	0.11	0.1	-0.57	0.34	-0.22
YER102W	-0.18	-0.08	0.28	0.34	-0.15	-0.16	0.56	-0.41
YEL038W	-0.07	0.16	0.02	0.37	0.24	-0.52	0.52	-0.07
YGR090W	0.23	0.26	0.01	0.24	0.8	0.05	0.52	-0.34
YGR143W	0.52	0.17	0.05	0.3	0.05	-0.42	0.56	0.45
YJL124C	-0.11	-0.72	-0.6	-0.57	-0.2	-1.12	0.35	0.25
YMR320W	0.5	-0.01	-0.6	0.62	0.07	-0.52	0.27	0.02
YOR180C	0.11	0.26	-0.28	0.44	-0.1	-0.47	-0.72	-0.17
YMR286W	0.04	0.06	0.02	0.05	-0.33	-0.63	0.25	-0.16
YNR040W	-0.16	0.05	-0.76	0.04	0.21	-0.65	-0.11	-0.13
YAL040C	0.61	-0.16	0.26	0.18	-0.02	-0.82	0.59	-0.06
YDL066W	0.34	0.48	0.03	0.58	0.2	-0.19	0.86	-0.06
YDR177W	0.03	-0.21	0.03	-0.02	0.02	-0.12	0.3	-0.06
YER118C	-0.2	-0.13	0.26	-0.28	0.07	-0.94	0.57	-0.12
YGR145W	-0.62	-0.1	-0.08	-0.07	0.01	-1.18	0.29	-0.01
YGR106C	0.25	-0.27	0.4	0.6	0.04	0.18	0.84	0.03
YJL126W	0.01	0.04	-0.66	-0.05	-0.07	-0.92	-0.12	-0.19
YMR322C	0.38	-0.45	-0.11		-0.09	-0.52	0.22	0.05
YOR182C	-0.59	-0.88	-0.04	-0.72	-0.67	-0.88	0.06	-0.08
YDR241W	0.37	0.08	-0.21	-0.14	0.55	-0.26	0.43	-0.42
YAL042W	-0.21	0.21	-0.12	0.07	0.21	-0.31	0.51	-0.06
YDL068W	0.22	-0.15	-0.26	0.39	0.03	-0.16	-0.07	0.05
YEL042W	-0.07	0.01	0.22	0.17	0.04	-1.04	0.76	0.02
YER133W	0.09	-0.32	0.1	-0.1	-0.12	-0.8	0.59	0.13
YGR147C	-0.12	-0.06	-0.02	0.53	0.04	-0.23	0.26	-0.08
YGR122W	0.43	0.15	0.22	0.31	0.03	-0.27	0.29	-0.02
YJL128C	0.34	-0.12	-0.69	-0.62	0.08	-1.1	0.49	0.65
YOR184W	-0.06	0.26	0.1	0.59	0.08	0.18	0.9	-0.08
YDR243C	-0.36	-0.1	0.06	-0.35	0	-0.66	0.19	0.21
YOL016C	0.21	1.03	0.13	1.39	1.37	0.8	0.45	0.13
YAL044C	0	0.13	0.21	0.67	0.19	0.25	0.41	-0.17
YDL070W	-0.24	-0.34	-0.26	0.12	0.04	0.14	0.2	-0.02
YJL130C	0.2	-0.88	-1.25	-0.41	0.65	0.26	0.18	0.37
YER149C	-0.03	-0.18	-0.68	-0.3	-0.02	-0.87		0.06
YGR138C	0.35	0.23	0.36	1.02	0.57	0.54	1.41	0.28
YNL001W	-0.24	-0.01	-0.25	-0.27	-0.05	-1.17	0.25	-0.05
YOR186W	0.2	-0.21	-0.46		-0.61	0.48	-1.1	0.8
YDR245W	-0.14	-0.1	0.14	0.02	-0.32	-1.05	0.13	-0.03
YAL046C	0.24	0.05	0.1	0.67	0.16	0.73	0.43	-0.1
YOL051W	0.15	0.11	-0.96	0.27	0.51	-0.73	0.46	0.04
YDL072C	0.4	-0.26	0.02	0.65	0.12	0.31	0.51	-0.19
YEL046C	0.24	0.81	0.09	0.3	0.28	-0.74	0.81	0.2
YGR151C	-0.25	-0.56	-0.3	-0.17	-0.01	-0.67	0.09	-0.05
YJL132W	0.51	0.49	-0.87	0.14	0.13	-0.51	0.28	-0.39
YER165W	0.12	0.76	0.31	1.13	0.42	-0.29	0.81	0.1
YNL003C	0.19	0.22	-0.38	0.72	0.41	0.07	0.64	-0.15
YGR154C	0.05	0.02	0.11	0.44	0.16	0.03	0.66	-0.11
YOR188W	-0.28	-0.12	-0.28	-0.49	-0.39	-1.6	-0.4	0
YDR246W	0.05	0.03	0.09	0.07	-0.35	-0.52	0.29	-0.2
YGR189C	-0.34	-0.21	0	0.44	0.43	0.06	0.48	-0.14
YJL170C	0.23	-0.41	-0.85	0.35	-0.39	-0.86	0.2	-0.17
YDR240C	-0.24	0.28	0.02	-0.11	-0.03	-0.86	-0.23	-0.12
YNL041C	0.43	0.13	-0.22	0.13	0.13	-0.59	0.6	0.23
YER181C	0.02	-0.35	-0.72		0.06	-0.35	-1	-1.23
YOR226C	-0.08	0.4	-1.01	-0.63	0.11	-1.69	-0.07	-0.54
YGR170W	0.29	0.19	0.64	-0.06	0.12	-0.42	0.03	0.02
YAR040C	0.19	-0.16	-0.26	0.69	0.57	-1.25		-0.39
YER009W	0.21	-0.23	-0.11	0.66	0	-0.25		-0.03
YGR191W	-0.15	0.35	0.26	0.16	0	-0.76	0.29	0.08
YJL172W	0.71	-0.11	-0.09	0.25	0.43	-0.1	0.52	0.69
YNL043C	-0.31	-0.47	-0.28	0.7	-0.05	-0.05	0.29	-0.19
YBL109W	0.21	0.11	-0.07	0.2	0.24	-0.14	1.21	0.38
YOR228C	0.63	0.1	-0.64	-0.03	0.16	-0.57	0.29	-0.11
YDL213C	-1.02	-0.72	0.2	-0.72	-0.28	-0.72	0.11	0.17
YDR540C	0.36	-0.11	-0.13		0.32	0.05	0.45	0.12
YGL157W	0.93	0.22	0.27	0.83	0.61	0.5	0.79	-0.06
YDL114W	0.22	-0.51	-0.39		-0.28	-0.85	-1.53	0.57
YIL041W	0.53	0.39	0.06	0.99	0.36	-0.13	0.61	-0.12
YER011W	0.28	0.58	-0.27		2.12	-0.79	2.7	-0.05
YKL202W	0.92	-0.06	-0.35		0.55	0.15	1.04	-0.31
YGR193C	0.2	0.03	0.17	0.54	0.26	-0.45	0.33	0.12
YJL174W	0.2	-0.12	0.03	0.55	-0.01	-0.35	0.51	-0.08
YOR262W	-0.36	-0.21	-0.46	-0.24	-0.33	-0.69	0	-0.12
YNL045W	0.51	0.38	0.12	0.62	0.23	-0.34	0.75	0.26
YBR199W	0.19	0.22	-0.62	1.2	0.51	-0.27		-0.08
YOR230W	0.76	0.62	-0.29	1.06	0.92	-0.51	0.6	-0.07
YBL111C	0.58	0.12	-0.05	-0.05	0.67	-0.3	1.38	1.07
YDL229W	-2.08	-1.6	0.12		1.09	-1.33	1.06	-0.2
YDL116W	0.16	0.15	-0.07	0.21	-0.12	-0.75	0.15	0.12
YGL173C	0.33	0.19	-0.14	-0.56	0.22	-0.95	0.03	0.28
YGR195W	-0.56	0.02	-0.09	0.46	-0.04	-0.69	0.24	-0.23
YIL043C	0.06	-0.1	-0.02	0.61	0.18	0.33	0.77	0.03
YJL176C	0.02	0.01	-0.33	-0.43	0.12	-0.81	0.56	0.32
